rainfall_24h,rainfall_7d,temperature,humidity,wind_speed,elevation,river_proximity,flood_history_freq,soil_saturation_idx,population_density,risk_level
1.71,5.62,22.7,46.7,8.6,90.9,5.06,0.106,0.011,121.0,0
48.71,176.8,33.2,80.4,15.0,302.0,6.87,0.285,0.354,4474.0,0
7.45,41.59,35.4,71.4,48.2,88.6,6.4,0.086,0.083,413.0,0
11.84,88.68,23.1,47.2,4.8,14.6,3.57,0.315,0.177,2652.0,1
4.91,29.38,35.7,99.3,9.5,92.2,9.56,0.405,0.059,1515.0,0
22.85,125.1,24.9,92.9,27.1,29.1,4.81,0.275,0.25,4634.0,1
14.03,74.0,28.5,49.4,16.0,180.6,1.72,0.072,0.148,1087.0,1
15.21,87.44,9.8,99.0,13.7,219.7,1.2,0.397,0.175,1754.0,0
24.94,101.69,30.6,54.3,2.7,56.3,7.12,0.422,0.203,5744.0,1
37.58,205.64,39.5,51.7,20.0,108.5,4.51,0.397,0.411,11723.0,1
9.85,59.46,36.5,84.0,1.0,21.6,1.66,0.618,0.119,615.0,1
54.82,409.98,30.7,97.2,13.4,139.2,9.45,0.601,0.82,6664.0,2
11.89,76.17,27.8,73.4,5.3,109.2,6.2,0.343,0.152,5352.0,0
20.89,163.26,22.5,50.9,17.8,338.4,12.16,0.176,0.327,2862.0,0
88.16,647.57,25.5,44.9,44.2,10.0,1.0,0.145,1.0,15713.0,3
6.34,49.63,28.9,66.4,3.3,309.7,0.1,0.385,0.099,288.0,0
3.53,22.01,31.2,48.9,30.5,13.6,21.73,0.126,0.044,1905.0,0
7.62,43.0,29.2,46.2,2.6,142.2,2.71,0.231,0.086,526.0,0
0.29,1.98,17.3,68.6,1.1,26.6,4.95,0.062,0.004,435.0,0
1.46,9.6,24.5,51.9,3.4,37.5,5.37,0.293,0.019,1466.0,0
19.82,128.27,37.6,53.4,4.5,476.2,3.23,0.124,0.257,6912.0,1
2.03,15.7,20.9,74.0,2.5,827.2,17.58,0.443,0.031,1654.0,0
2.45,9.91,38.2,74.3,4.2,212.4,2.41,0.208,0.02,6503.0,0
7.66,40.2,23.5,76.4,13.3,69.9,0.16,0.172,0.08,868.0,1
8.1,52.51,15.3,55.6,0.0,68.0,0.47,0.264,0.105,887.0,1
18.28,136.9,29.3,51.5,1.7,387.9,0.98,0.327,0.274,1570.0,1
7.81,33.05,35.0,93.0,5.1,876.1,3.97,0.331,0.066,2686.0,0
17.45,106.31,26.8,63.8,6.4,249.0,6.41,0.133,0.213,4968.0,0
1.44,7.02,22.5,65.2,28.2,139.4,3.36,0.114,0.014,4212.0,0
35.91,160.52,29.2,85.1,46.4,34.8,11.58,0.13,0.321,1689.0,1
4.81,22.66,22.7,84.0,1.1,141.6,3.66,0.217,0.045,1248.0,0
18.81,139.54,28.8,95.9,8.7,138.9,0.93,0.216,0.279,959.0,1
36.27,140.48,27.0,41.1,3.1,107.2,0.28,0.438,0.281,4269.0,2
2.36,17.48,23.6,66.6,2.6,174.2,0.21,0.093,0.035,757.0,0
0.91,3.39,30.2,60.0,19.4,17.0,2.24,0.16,0.007,1189.0,0
3.25,25.57,37.7,59.6,11.4,10.0,2.63,0.633,0.051,2089.0,1
4.08,29.83,30.3,61.8,9.9,86.8,11.12,0.214,0.06,100.0,0
105.54,662.24,37.6,57.9,11.5,486.0,9.6,0.276,1.0,6558.0,1
18.15,136.38,25.5,59.4,5.6,57.2,3.52,0.498,0.273,3846.0,1
12.57,61.22,20.8,44.1,2.0,184.3,6.62,0.181,0.122,1395.0,0
16.76,124.13,23.9,86.1,0.8,165.8,2.7,0.337,0.248,10242.0,1
3.69,22.47,20.0,90.0,3.6,14.8,0.36,0.239,0.045,591.0,1
19.04,64.69,24.2,46.2,14.1,202.2,2.08,0.286,0.129,3269.0,0
4.59,14.8,34.1,78.3,95.8,472.2,2.49,0.251,0.03,2509.0,0
11.96,75.49,33.0,42.1,1.7,26.8,2.77,0.238,0.151,3840.0,1
3.65,17.73,31.4,40.6,0.1,16.2,3.14,0.379,0.035,100.0,1
68.81,493.65,20.0,93.2,25.4,634.3,9.34,0.049,0.987,2566.0,1
8.47,54.33,31.0,63.6,13.1,244.1,7.04,0.512,0.109,1027.0,0
37.31,167.1,33.9,73.9,15.6,31.7,7.52,0.157,0.334,11724.0,1
56.79,347.11,27.6,71.3,4.5,456.5,0.99,0.269,0.694,2836.0,1
69.74,505.32,35.8,95.7,19.7,343.2,1.71,0.092,1.0,4582.0,2
0.05,0.23,29.7,68.1,1.7,56.6,4.05,0.518,0.0,590.0,1
91.0,627.45,33.9,84.6,6.6,153.0,0.27,0.289,1.0,3412.0,3
22.1,142.94,29.3,41.2,6.8,10.0,1.27,0.288,0.286,1352.0,1
33.81,152.34,34.6,95.9,3.6,503.4,0.14,0.309,0.305,3442.0,1
10.48,47.98,26.2,76.7,2.4,185.9,6.76,0.16,0.096,5787.0,0
91.32,532.4,29.8,55.8,7.0,209.2,6.04,0.241,1.0,3295.0,2
11.61,91.53,23.3,92.4,5.9,176.1,6.22,0.172,0.183,2238.0,0
34.38,232.99,25.8,43.0,10.2,382.4,5.25,0.277,0.466,3436.0,0
23.68,110.1,20.9,42.3,43.0,43.6,0.87,0.104,0.22,1176.0,1
9.71,72.06,33.8,70.3,11.3,235.2,4.27,0.344,0.144,3910.0,0
8.1,60.8,25.6,85.2,6.0,10.0,3.31,0.275,0.122,1296.0,0
0.81,3.5,27.8,74.7,18.5,402.7,17.15,0.18,0.007,198.0,0
5.52,17.61,27.8,88.7,42.2,1020.2,13.84,0.256,0.035,6835.0,0
15.53,121.77,20.6,97.5,9.7,209.2,8.28,0.48,0.244,1977.0,1
15.44,103.12,29.1,55.5,28.3,292.2,0.83,0.408,0.206,7417.0,1
9.01,70.73,31.4,84.3,22.2,70.2,3.8,0.166,0.141,725.0,0
13.14,67.45,26.1,81.7,9.8,174.5,1.38,0.545,0.135,8488.0,0
4.21,16.34,30.2,55.2,2.7,43.4,20.64,0.422,0.033,3653.0,0
9.48,68.59,29.3,41.1,50.4,38.5,11.75,0.119,0.137,8841.0,0
15.82,117.75,25.2,93.8,10.0,10.0,9.31,0.266,0.235,3038.0,1
36.59,155.67,18.8,60.6,8.3,228.1,3.16,0.429,0.311,7876.0,1
18.96,63.49,40.1,65.7,15.8,243.8,11.18,0.322,0.127,668.0,0
3.78,16.62,28.0,90.4,8.6,14.5,1.53,0.092,0.033,1605.0,1
21.84,147.06,28.7,60.0,5.1,230.8,8.54,0.083,0.294,1263.0,0
19.17,126.22,35.0,92.6,26.7,84.8,6.11,0.376,0.252,154.0,0
9.16,46.34,27.6,83.0,5.4,70.0,4.9,0.277,0.093,187.0,0
62.19,338.39,38.6,91.8,14.1,38.1,10.85,0.186,0.677,1799.0,2
28.7,124.41,22.2,63.1,2.3,16.6,8.23,0.12,0.249,12572.0,1
2.86,22.45,16.6,56.1,10.8,181.3,2.71,0.074,0.045,379.0,0
0.14,0.87,28.6,67.9,10.1,177.4,6.79,0.323,0.002,4712.0,0
12.5,66.46,38.8,52.6,14.0,10.0,8.34,0.227,0.133,1906.0,0
31.1,171.46,26.1,52.4,10.4,371.9,2.85,0.048,0.343,2585.0,1
16.29,60.96,25.2,51.2,10.4,218.0,5.98,0.369,0.122,3186.0,0
103.62,375.32,40.9,72.2,2.8,115.7,13.12,0.296,0.751,1378.0,1
25.65,123.52,25.3,72.7,9.0,10.0,1.18,0.126,0.247,5119.0,2
23.27,102.95,33.6,42.2,19.7,74.5,4.0,0.282,0.206,7798.0,1
58.09,201.56,30.9,60.2,46.7,195.8,3.3,0.134,0.403,1329.0,1
24.45,74.25,20.6,67.0,10.1,63.4,3.95,0.277,0.149,2670.0,1
22.71,170.06,7.7,99.5,15.2,328.0,5.2,0.491,0.34,1554.0,0
43.15,320.26,20.6,67.7,18.1,39.2,3.5,0.638,0.641,1052.0,2
20.02,149.39,33.1,52.9,25.3,165.3,0.59,0.472,0.299,2626.0,1
22.61,157.41,29.7,56.6,16.6,232.1,6.15,0.168,0.315,194.0,0
17.5,124.26,27.4,91.6,11.9,516.6,12.39,0.215,0.249,134.0,0
9.1,63.97,30.1,58.6,33.7,159.1,4.41,0.194,0.128,100.0,0
19.5,129.43,31.7,70.2,17.0,608.1,12.39,0.118,0.259,631.0,0
51.55,296.73,15.9,87.1,6.3,584.7,11.76,0.194,0.593,3061.0,1
61.39,358.81,24.7,92.6,11.6,508.2,2.95,0.438,0.718,209.0,1
6.04,38.0,27.4,83.6,0.2,28.8,2.21,0.117,0.076,2540.0,1
46.18,354.43,20.3,77.6,13.8,99.3,1.69,0.355,0.709,1458.0,2
0.26,1.3,21.0,54.0,5.8,55.3,5.46,0.347,0.003,4178.0,0
22.25,152.41,30.3,92.8,1.5,647.5,1.16,0.105,0.305,732.0,1
35.65,283.22,30.9,66.6,6.9,242.1,0.3,0.274,0.566,3028.0,2
21.09,111.47,26.1,53.2,2.7,126.4,15.47,0.356,0.223,3602.0,0
6.46,43.58,29.5,47.0,11.6,172.5,1.04,0.162,0.087,1774.0,0
5.69,24.18,26.0,72.7,26.7,60.1,0.66,0.488,0.048,4641.0,1
6.47,33.9,31.3,81.6,7.4,14.5,0.73,0.035,0.068,1617.0,1
18.77,65.37,33.4,77.9,5.6,10.0,5.23,0.697,0.131,3848.0,1
26.23,104.85,31.0,54.4,1.6,658.7,1.42,0.033,0.21,3022.0,1
6.69,48.08,25.7,53.1,4.1,421.5,1.03,0.298,0.096,2570.0,0
10.01,75.64,23.7,47.8,5.0,13.7,2.4,0.306,0.151,327.0,1
12.52,75.36,18.3,82.3,28.7,476.7,0.24,0.418,0.151,532.0,1
55.73,380.88,27.1,53.3,2.8,275.7,5.04,0.164,0.762,935.0,1
15.76,100.69,31.4,95.7,19.1,333.8,3.06,0.292,0.201,2335.0,0
39.42,282.85,35.0,52.9,8.3,190.3,5.51,0.587,0.566,3263.0,1
3.65,26.92,32.8,50.6,16.2,452.1,0.1,0.123,0.054,8314.0,0
30.18,109.05,32.5,68.0,15.9,649.0,1.57,0.544,0.218,403.0,1
11.92,57.23,34.8,44.1,12.1,356.4,2.71,0.206,0.114,4142.0,0
80.1,585.18,17.0,77.4,0.2,51.7,3.01,0.386,1.0,3203.0,3
33.33,132.16,28.8,95.0,15.8,359.4,0.9,0.493,0.264,2770.0,1
1.87,7.88,24.8,54.1,5.6,197.8,2.88,0.495,0.016,6452.0,1
32.72,238.57,23.7,70.4,20.3,33.1,4.52,0.368,0.477,3928.0,1
51.99,243.66,16.1,66.1,20.9,360.4,0.58,0.398,0.487,3798.0,1
9.91,31.95,30.0,49.3,11.8,41.3,7.65,0.214,0.064,9066.0,0
12.22,97.73,26.2,88.7,26.7,194.1,6.24,0.347,0.195,1175.0,0
13.21,76.18,26.1,59.4,4.0,286.8,3.51,0.142,0.152,5636.0,0
6.3,49.91,35.4,96.2,11.7,19.3,5.94,0.157,0.1,2363.0,0
5.25,16.78,26.9,93.6,46.8,171.9,2.33,0.518,0.034,9315.0,1
53.46,416.96,23.2,56.1,23.2,291.3,4.07,0.611,0.834,2878.0,2
12.97,51.35,35.8,98.2,9.5,231.7,18.69,0.167,0.103,6885.0,0
37.01,161.33,31.9,94.7,31.1,33.7,11.42,0.338,0.323,3987.0,1
27.66,200.1,27.0,81.4,1.2,44.5,0.24,0.62,0.4,2015.0,2
14.5,90.75,29.7,65.6,30.6,217.3,0.48,0.469,0.181,775.0,1
27.2,201.97,29.2,87.3,12.4,181.3,5.27,0.241,0.404,112.0,1
6.84,20.98,35.3,66.4,29.6,361.7,4.63,0.205,0.042,6118.0,0
2.14,15.16,27.4,69.3,0.6,13.6,3.0,0.177,0.03,515.0,0
27.49,84.94,35.5,63.6,12.2,48.5,0.41,0.505,0.17,813.0,2
2.71,10.35,28.1,97.5,11.0,172.2,1.24,0.467,0.021,1253.0,1
5.81,26.82,34.1,80.0,5.2,151.3,5.27,0.011,0.054,4030.0,0
55.99,410.57,43.8,81.7,19.7,135.1,1.88,0.351,0.821,6651.0,2
21.51,116.94,25.4,81.2,5.7,248.1,0.99,0.297,0.234,3840.0,0
46.75,169.17,34.4,66.9,11.9,51.6,12.86,0.344,0.338,3482.0,1
7.5,22.71,19.0,69.3,35.4,324.2,5.77,0.143,0.045,314.0,0
50.81,257.14,26.9,57.2,23.1,232.1,1.17,0.286,0.514,1533.0,2
18.82,89.87,25.6,100.0,45.2,19.6,18.17,0.172,0.18,547.0,1
33.13,254.36,18.5,71.3,47.0,10.4,6.17,0.119,0.509,433.0,1
2.39,14.31,36.5,52.8,11.7,107.0,7.85,0.07,0.029,2041.0,0
17.3,74.09,25.4,93.5,2.2,85.7,2.39,0.555,0.148,2727.0,0
7.5,59.2,26.0,69.0,8.3,32.5,9.13,0.1,0.118,1491.0,0
31.83,126.71,27.5,80.7,40.0,253.8,2.69,0.158,0.253,11519.0,1
9.59,37.58,20.2,92.1,12.6,137.7,7.75,0.199,0.075,5135.0,0
39.35,148.77,34.9,62.8,3.8,30.2,0.73,0.5,0.298,3025.0,1
32.77,254.39,22.0,94.6,10.2,440.4,6.59,0.141,0.509,10354.0,1
1.63,11.7,31.2,92.2,9.0,156.4,6.73,0.128,0.023,3110.0,0
40.45,139.07,18.7,93.3,24.6,830.9,0.64,0.19,0.278,1285.0,1
19.08,108.8,24.6,52.5,14.7,23.2,3.28,0.189,0.218,150.0,1
50.93,177.27,27.3,74.4,5.0,63.9,3.39,0.439,0.355,5684.0,1
0.94,7.23,24.2,57.7,36.9,335.4,2.66,0.076,0.014,771.0,0
9.05,67.0,27.7,86.6,2.8,96.8,6.11,0.244,0.134,1324.0,0
12.02,92.63,16.9,83.8,6.2,550.3,9.55,0.223,0.185,454.0,0
10.97,45.07,28.8,84.6,14.2,39.2,5.02,0.612,0.09,2768.0,1
5.59,32.27,21.3,67.3,5.5,108.9,6.6,0.669,0.065,1033.0,0
20.67,90.46,29.7,66.0,13.8,284.4,4.64,0.157,0.181,3486.0,1
41.14,170.28,40.1,57.6,66.3,307.9,1.94,0.726,0.341,4700.0,1
78.45,431.91,25.1,46.9,11.8,247.8,0.5,0.148,0.864,3518.0,2
0.83,5.1,24.7,81.9,9.1,160.6,2.06,0.302,0.01,6112.0,0
35.06,261.49,28.3,43.5,10.7,109.1,2.5,0.656,0.523,2449.0,1
19.17,132.93,29.8,72.1,57.9,657.2,4.58,0.257,0.266,5471.0,1
0.01,0.06,36.5,55.9,6.1,182.6,10.37,0.423,0.0,741.0,0
1.71,10.08,22.3,70.6,10.9,95.0,0.28,0.401,0.02,2002.0,1
1.9,13.69,24.0,50.8,2.9,264.7,1.01,0.286,0.027,1242.0,0
8.8,57.85,36.7,78.4,6.7,113.2,6.08,0.225,0.116,784.0,0
41.56,324.22,28.6,76.8,33.8,69.0,2.43,0.146,0.648,4823.0,1
10.11,66.77,30.7,64.4,16.0,281.1,4.14,0.112,0.134,1676.0,0
7.55,45.92,19.9,79.9,0.4,475.5,8.03,0.289,0.092,2168.0,0
50.49,172.05,29.0,49.1,0.7,139.7,6.64,0.562,0.344,3276.0,1
49.55,334.52,39.3,76.3,4.5,227.0,2.13,0.106,0.669,2809.0,1
82.05,652.7,27.2,72.8,5.8,354.2,6.86,0.511,1.0,399.0,2
1.88,10.45,21.8,42.3,3.8,122.8,0.39,0.061,0.021,3516.0,1
5.21,34.23,29.7,71.5,1.7,281.2,0.56,0.45,0.068,4398.0,1
10.76,36.75,19.7,67.0,12.2,382.5,1.75,0.155,0.073,873.0,0
13.14,88.23,29.0,93.1,12.5,16.6,2.74,0.142,0.176,1360.0,1
16.61,113.8,25.3,54.4,26.0,10.0,7.99,0.11,0.228,2576.0,1
4.37,17.47,18.6,75.7,6.0,52.3,9.06,0.622,0.035,2324.0,1
11.56,44.77,31.0,50.8,10.0,644.2,4.48,0.586,0.09,198.0,0
5.87,26.07,28.3,57.4,60.6,276.5,2.21,0.304,0.052,524.0,0
77.13,511.32,33.2,56.8,37.4,591.6,8.31,0.061,1.0,8914.0,1
19.17,89.83,37.6,81.7,6.9,257.8,4.0,0.153,0.18,2212.0,0
26.98,99.27,25.7,79.2,0.9,81.1,19.19,0.41,0.199,980.0,1
65.98,461.82,37.0,90.2,10.2,116.0,9.09,0.222,0.924,984.0,2
68.62,256.55,20.7,73.0,13.2,43.4,3.96,0.056,0.513,9428.0,1
0.86,6.35,29.7,78.5,14.9,264.4,13.39,0.263,0.013,6533.0,0
13.78,77.46,34.7,89.3,18.9,14.7,6.11,0.172,0.155,2653.0,0
24.66,105.83,35.3,90.9,2.2,87.6,1.14,0.194,0.212,7366.0,1
12.57,57.92,37.4,72.3,55.3,10.0,3.76,0.183,0.116,2253.0,1
15.97,74.15,22.3,58.7,14.8,83.5,2.62,0.517,0.148,4116.0,1
48.55,246.18,34.8,40.7,16.5,185.3,0.67,0.229,0.492,707.0,1
12.39,51.55,37.8,57.5,49.4,57.3,4.54,0.332,0.103,9483.0,0
3.42,22.31,26.8,44.1,0.1,10.0,4.99,0.244,0.045,4719.0,0
18.2,65.18,35.7,93.7,7.9,194.0,15.1,0.287,0.13,658.0,0
14.88,117.8,31.8,79.4,2.1,438.5,3.16,0.377,0.236,5269.0,0
2.28,13.32,22.4,56.0,20.2,282.0,4.57,0.282,0.027,131.0,0
13.02,40.87,29.7,50.3,5.8,809.2,7.56,0.25,0.082,3360.0,0
25.2,128.75,30.3,51.8,33.2,362.6,16.61,0.377,0.258,7298.0,0
6.26,29.84,30.4,95.8,1.2,124.3,1.1,0.61,0.06,6484.0,0
15.47,74.69,24.8,91.0,1.7,148.3,1.09,0.042,0.149,6156.0,0
20.3,104.7,18.0,65.3,8.5,273.0,7.73,0.173,0.209,1636.0,0
14.13,99.86,28.3,41.9,0.3,559.1,2.06,0.615,0.2,4606.0,0
27.18,172.86,26.7,71.5,5.9,412.4,2.58,0.649,0.346,3848.0,0
30.94,187.32,21.7,66.2,17.0,121.2,4.81,0.208,0.375,5745.0,1
8.41,52.32,25.3,73.3,19.0,567.4,7.56,0.52,0.105,6530.0,0
5.45,28.16,28.8,85.0,6.4,125.2,4.46,0.199,0.056,3860.0,0
2.0,13.85,39.0,76.6,18.8,60.6,1.25,0.137,0.028,2640.0,1
29.92,163.73,23.7,54.8,16.7,133.5,0.88,0.229,0.327,169.0,1
29.6,225.04,35.0,50.1,12.6,10.0,1.72,0.554,0.45,679.0,2
21.2,94.13,22.3,56.5,8.6,34.4,1.11,0.037,0.188,2269.0,1
17.58,72.94,23.8,52.5,42.7,119.7,8.78,0.232,0.146,1691.0,0
26.39,83.27,36.4,44.0,7.9,458.1,15.33,0.521,0.167,3168.0,0
22.23,159.87,21.8,99.0,1.3,231.3,15.94,0.129,0.32,724.0,0
10.34,63.07,30.5,73.2,9.0,55.3,4.17,0.106,0.126,7790.0,0
9.63,29.94,24.7,97.2,0.2,33.8,3.87,0.373,0.06,823.0,0
22.57,150.52,18.5,47.9,15.6,292.8,1.05,0.612,0.301,814.0,1
46.25,265.69,25.3,60.7,0.3,132.4,2.05,0.223,0.531,231.0,2
23.74,104.92,31.7,87.4,62.4,478.5,4.5,0.435,0.21,1092.0,1
14.9,88.1,28.2,54.2,22.9,26.6,3.49,0.188,0.176,3795.0,1
19.37,112.06,30.2,81.5,10.4,172.8,10.92,0.119,0.224,848.0,0
4.47,28.66,33.3,46.4,9.2,202.0,0.1,0.088,0.057,100.0,0
8.2,35.18,21.7,55.1,10.5,415.6,10.65,0.183,0.07,3560.0,0
31.98,160.29,22.3,84.2,23.2,18.9,1.01,0.225,0.321,3760.0,1
0.26,1.71,36.2,50.9,2.5,977.9,1.55,0.224,0.003,3003.0,0
20.18,106.32,31.8,68.4,18.9,506.6,2.18,0.214,0.213,325.0,0
17.61,62.48,24.0,64.2,32.1,187.5,5.85,0.133,0.125,158.0,0
8.88,39.86,17.6,54.3,1.4,23.0,4.57,0.069,0.08,7903.0,1
7.91,44.46,33.5,46.5,28.0,130.0,0.22,0.368,0.089,1469.0,0
55.45,358.57,29.2,84.4,17.1,300.7,3.19,0.127,0.717,651.0,1
13.34,88.6,19.9,91.2,1.4,519.7,13.14,0.287,0.177,2870.0,0
11.51,59.64,37.3,48.8,33.6,162.1,8.36,0.341,0.119,393.0,0
11.74,93.27,43.6,56.9,11.3,38.0,2.9,0.263,0.187,10502.0,0
71.56,238.39,26.0,96.0,3.0,102.1,22.7,0.078,0.477,100.0,1
8.94,42.06,28.4,72.0,4.3,145.4,12.4,0.106,0.084,8526.0,0
5.71,32.62,32.9,60.7,10.2,40.8,1.84,0.377,0.065,3681.0,1
1.01,6.82,21.3,72.0,42.1,201.7,3.82,0.176,0.014,564.0,0
16.88,119.28,39.1,65.3,10.8,431.4,3.25,0.043,0.239,6941.0,0
14.19,103.42,35.4,49.0,6.9,516.4,7.94,0.419,0.207,2746.0,0
13.41,74.03,42.3,47.3,13.8,10.0,12.83,0.352,0.148,4880.0,1
9.1,61.25,20.3,74.5,10.9,78.4,6.09,0.42,0.122,4876.0,1
2.89,10.26,32.9,81.7,7.5,34.2,6.25,0.196,0.021,9802.0,0
3.2,20.78,24.9,62.3,1.0,492.8,2.44,0.127,0.042,901.0,0
6.58,41.32,22.5,94.1,11.6,81.5,7.5,0.141,0.083,193.0,0
13.84,106.23,28.9,60.7,20.5,463.5,3.68,0.302,0.212,4439.0,0
77.06,398.15,21.1,68.5,5.4,1036.3,1.02,0.421,0.796,10890.0,2
28.16,85.03,35.0,85.5,33.3,76.4,2.03,0.121,0.17,3353.0,1
8.38,55.21,27.2,51.0,6.2,251.5,1.33,0.165,0.11,6102.0,0
21.27,116.28,27.9,84.9,4.9,118.3,0.1,0.365,0.233,5406.0,1
15.76,94.49,18.1,55.9,63.8,472.5,3.75,0.017,0.189,528.0,1
5.22,18.34,26.6,62.6,7.5,308.5,2.61,0.36,0.037,696.0,0
89.05,343.84,25.6,94.2,8.0,315.5,1.13,0.176,0.688,2392.0,2
55.73,246.29,22.0,84.6,32.5,26.7,4.41,0.058,0.493,2637.0,2
15.63,59.3,31.7,87.1,1.2,922.6,2.84,0.304,0.119,2627.0,0
10.55,52.19,34.3,41.5,0.0,319.1,3.37,0.519,0.104,3013.0,0
8.3,66.39,27.4,87.5,4.1,11.9,0.21,0.408,0.133,6210.0,1
6.83,30.99,35.5,68.5,0.2,10.0,6.65,0.149,0.062,3975.0,1
30.39,152.16,32.5,75.4,16.2,10.0,5.55,0.161,0.304,12999.0,1
8.72,36.91,26.9,77.7,0.7,137.0,5.58,0.329,0.074,7154.0,0
17.31,78.11,33.5,43.6,1.6,163.8,9.37,0.345,0.156,4370.0,0
24.16,160.15,28.1,83.6,14.5,287.8,0.78,0.131,0.32,100.0,1
82.42,472.27,24.1,50.3,8.4,108.5,2.73,0.413,0.945,2223.0,2
2.83,15.38,27.3,77.4,76.8,156.4,2.92,0.201,0.031,551.0,0
86.19,590.93,21.8,96.0,22.5,67.9,3.16,0.414,1.0,3340.0,3
59.39,409.46,30.1,69.8,37.6,387.4,5.89,0.397,0.819,2366.0,1
45.01,301.41,37.6,66.6,18.8,303.1,9.26,0.224,0.603,3739.0,1
1.48,5.94,20.8,64.5,35.8,107.5,0.47,0.461,0.012,3764.0,1
8.9,35.22,23.4,56.8,37.8,142.0,9.62,0.497,0.07,9704.0,0
22.36,148.75,24.6,51.9,17.8,10.0,2.71,0.37,0.297,2825.0,1
36.52,236.86,17.3,89.7,1.4,31.8,11.85,0.083,0.474,8190.0,1
25.99,195.58,35.8,46.8,23.9,162.9,10.11,0.43,0.391,100.0,1
4.52,22.98,17.5,48.5,42.3,144.7,6.77,0.339,0.046,1301.0,0
11.51,52.78,17.6,77.8,4.9,389.8,11.14,0.184,0.106,211.0,0
2.19,15.19,25.0,89.5,5.4,97.6,18.32,0.175,0.03,12165.0,0
22.16,113.99,26.7,42.3,6.3,78.4,0.47,0.288,0.228,1181.0,1
2.24,7.98,24.0,49.3,14.7,115.3,4.12,0.203,0.016,2990.0,0
32.63,201.52,38.5,51.6,21.0,139.7,0.19,0.16,0.403,1807.0,1
0.29,1.32,23.0,69.1,38.8,231.3,7.62,0.133,0.003,1105.0,0
18.98,67.9,21.2,84.4,45.8,119.3,3.97,0.266,0.136,1905.0,1
12.81,96.95,29.2,74.3,11.5,107.7,3.88,0.144,0.194,606.0,0
1.32,5.11,27.7,50.2,16.7,10.0,8.21,0.419,0.01,662.0,0
42.11,194.46,35.8,45.7,5.6,297.9,15.73,0.17,0.389,4584.0,0
20.55,119.8,25.9,68.8,4.0,17.6,2.92,0.142,0.24,1312.0,1
82.38,368.14,24.6,64.9,8.5,474.2,0.31,0.04,0.736,1198.0,2
11.43,78.24,34.3,89.5,23.2,118.6,6.93,0.085,0.156,3391.0,0
4.8,21.02,28.2,93.2,0.4,394.9,3.23,0.553,0.042,672.0,0
16.8,112.93,31.2,42.0,13.8,90.3,1.29,0.265,0.226,4484.0,1
3.26,22.03,27.9,97.7,0.5,10.0,16.1,0.389,0.044,3638.0,1
37.32,134.03,21.2,91.0,0.2,387.0,1.54,0.237,0.268,5609.0,1
35.99,218.07,33.1,54.8,12.9,414.1,10.55,0.283,0.436,108.0,1
30.17,156.39,20.1,80.1,25.8,282.8,8.3,0.1,0.313,1093.0,0
13.48,93.16,33.8,66.9,17.9,125.6,9.73,0.307,0.186,456.0,0
11.31,89.88,18.3,47.7,9.7,113.1,8.3,0.242,0.18,894.0,0
0.75,5.38,25.4,76.1,8.3,367.9,11.89,0.353,0.011,642.0,0
37.81,197.66,34.1,70.5,20.6,98.2,3.03,0.181,0.395,321.0,1
13.28,49.61,27.6,41.1,0.9,499.7,0.66,0.645,0.099,2437.0,0
6.68,21.37,21.2,48.3,15.0,288.5,10.2,0.247,0.043,4931.0,0
67.34,241.52,25.8,52.4,17.9,586.8,0.47,0.137,0.483,3893.0,1
17.01,101.28,18.4,90.5,7.6,10.0,1.2,0.289,0.203,4220.0,1
3.59,13.36,35.7,66.8,2.0,338.7,1.69,0.057,0.027,3197.0,0
19.21,151.51,19.2,53.4,26.2,524.2,2.78,0.347,0.303,121.0,0
8.34,36.69,19.8,99.7,11.5,79.8,5.05,0.549,0.073,4225.0,1
6.38,30.14,23.5,80.8,38.3,175.0,0.1,0.575,0.06,499.0,1
36.24,265.41,24.8,65.7,2.8,218.8,8.17,0.209,0.531,854.0,0
19.36,134.51,30.3,72.7,56.7,53.7,12.61,0.499,0.269,9869.0,1
35.47,262.91,26.7,86.7,17.2,422.3,3.37,0.418,0.526,1011.0,1
16.04,115.14,33.6,81.4,68.1,30.3,2.11,0.192,0.23,1577.0,1
16.58,82.23,27.2,45.6,49.3,261.3,2.1,0.344,0.164,726.0,0
29.35,171.36,29.9,84.7,37.2,660.0,7.71,0.148,0.343,4277.0,0
2.85,18.42,34.9,41.5,26.3,79.0,5.81,0.217,0.037,1172.0,0
31.47,177.9,25.7,50.2,27.6,19.7,10.92,0.309,0.356,3894.0,1
42.97,168.43,27.1,73.9,5.0,233.7,0.38,0.255,0.337,4935.0,1
6.19,42.14,32.2,70.3,7.2,456.8,3.97,0.24,0.084,2287.0,0
48.88,245.48,36.8,78.6,8.6,60.1,3.64,0.144,0.491,1937.0,1
3.05,14.68,37.8,58.1,23.9,205.8,3.45,0.415,0.029,2498.0,0
0.65,4.98,34.9,84.0,26.8,47.3,5.69,0.166,0.01,100.0,0
0.8,3.54,29.2,55.8,4.6,10.0,13.64,0.158,0.007,1952.0,0
13.41,52.87,23.0,51.2,5.6,151.0,5.35,0.771,0.106,7787.0,0
1.36,8.34,22.7,69.5,86.0,67.5,6.47,0.163,0.017,7464.0,0
34.31,107.68,29.0,62.6,19.2,141.4,7.91,0.548,0.215,1921.0,1
